dispositivi,media_autenticazione,media_verifica,media_ganache,media_applicazione

3,0.1291289090909091,0.0019363636363636362,0.12719254545454547,6.289403818181818
5,0.3532027,0.0062215,0.3469812,27.5133466
10,0.9568537272727272,0.009544636363636365,0.947309090909091,130.64887000000002
15,1.9371789,0.024354999999999998,1.9128239000000005,377.63454609999997
